Gene	ID	Tumor	Normal	log2FC	Qvalue					
SELM	ENSG00000198832.10	55.579	363.219	-2.686	1.52e-54
GJC2	ENSG00000198835.3	0.710	2.820	-1.160	7.56e-13
RYR3	ENSG00000198838.11	0.070	4.030	-2.233	6.32e-99
MT-ND3	ENSG00000198840.2	7832.189	20604.901	-1.395	3.91e-26
TOX	ENSG00000198846.5	1.750	6.860	-1.515	9.87e-69
RUSC2	ENSG00000198853.11	4.100	18.400	-1.927	3.43e-43
OSTC	ENSG00000198856.12	106.787	48.291	1.129	2.26e-83
GRK5	ENSG00000198873.11	7.730	17.790	-1.106	1.67e-44
MT-ND4	ENSG00000198886.2	7675.792	22681.052	-1.563	3.22e-25
MT-ND1	ENSG00000198888.2	2849.710	13563.105	-2.250	2.87e-54
SHISA4	ENSG00000198892.6	4.290	13.890	-1.493	1.13e-34
MT-ATP6	ENSG00000198899.2	10143.725	28291.871	-1.480	9.86e-25
TOP1	ENSG00000198900.5	54.689	23.581	1.180	9.84e-96
PRC1	ENSG00000198901.13	44.721	7.650	2.402	9.30e-138
MAP3K3	ENSG00000198909.7	6.660	22.441	-1.614	2.71e-65
L1CAM	ENSG00000198910.12	1.130	22.170	-3.443	2.62e-87
RPL39	ENSG00000198918.7	4878.425	1628.016	1.583	9.10e-74
GPRASP1	ENSG00000198932.12	0.600	13.010	-3.130	2.00e-120
TBKBP1	ENSG00000198933.9	2.910	10.110	-1.507	1.22e-47
MT-CO3	ENSG00000198938.2	12150.263	24978.512	-1.040	6.54e-16
ZFP2	ENSG00000198939.7	0.350	1.740	-1.021	9.84e-80
SOWAHA	ENSG00000198944.5	4.600	0.580	1.825	4.06e-15
PJA2	ENSG00000198961.9	16.310	40.179	-1.250	3.76e-55
RNU4-1	ENSG00000200795.1	2.610	0.000	1.852	1.54e-20
FAM83H-AS1	ENSG00000203499.10	16.160	0.360	3.657	1.39e-188
SERTAD4-AS1	ENSG00000203706.8	1.440	14.920	-2.706	6.85e-71
SAMD5	ENSG00000203727.3	4.900	1.190	1.430	1.29e-48
FCGR3A	ENSG00000203747.9	13.450	4.080	1.508	2.16e-27
FAM229B	ENSG00000203778.7	3.460	10.500	-1.367	5.81e-30
RBM20	ENSG00000203867.7	0.080	2.360	-1.637	7.66e-98
SOX18	ENSG00000203883.6	2.690	9.370	-1.491	6.93e-72
SAMD13	ENSG00000203943.8	6.090	1.510	1.498	8.46e-17
TCEAL5	ENSG00000204065.2	0.020	1.220	-1.122	1.16e-90
INPP5B	ENSG00000204084.12	4.470	14.510	-1.504	1.90e-95
RUFY2	ENSG00000204130.12	3.590	8.210	-1.005	1.08e-70
NHSL2	ENSG00000204131.8	0.320	2.910	-1.567	2.01e-63
GGTA1P	ENSG00000204136.10	1.250	4.400	-1.263	1.54e-49
GPRIN2	ENSG00000204175.5	3.060	0.870	1.118	3.49e-5
ZDBF2	ENSG00000204186.7	0.210	1.690	-1.153	1.66e-88
HNRNPCP2	ENSG00000204253.4	16.999	1.200	3.032	3.44e-221
PSMB8	ENSG00000204264.8	173.753	59.672	1.526	6.41e-73
TAP2	ENSG00000204267.13	35.971	17.240	1.019	6.99e-36
HLA-DRA	ENSG00000204287.13	282.419	112.508	1.320	8.99e-18
PBX2	ENSG00000204304.11	26.640	57.392	-1.079	1.40e-33
PRRT1	ENSG00000204314.10	2.620	12.060	-1.851	7.12e-121
SMIM5	ENSG00000204323.5	0.950	5.580	-1.755	4.71e-99
SP5	ENSG00000204335.3	4.640	0.950	1.532	4.73e-60
ZBTB12	ENSG00000204366.3	6.280	1.990	1.284	1.53e-109
LAYN	ENSG00000204381.11	2.450	14.480	-2.166	1.91e-47
SLC44A4	ENSG00000204385.10	119.527	16.410	2.791	2.28e-28
NEU1	ENSG00000204386.10	63.570	23.420	1.403	1.92e-87
HSPA1A	ENSG00000204389.9	48.391	192.484	-1.970	6.13e-44
VARS	ENSG00000204394.12	59.100	24.150	1.257	1.07e-110
LILRB3	ENSG00000204577.11	1.600	4.230	-1.008	9.97e-29
LINC01123	ENSG00000204588.5	11.750	2.070	2.054	1.93e-60
ZNF468	ENSG00000204604.9	8.670	3.070	1.248	1.98e-93
TRIM15	ENSG00000204610.12	19.110	2.400	2.564	1.32e-40
TRIM31	ENSG00000204616.10	41.920	3.190	3.357	3.60e-38
RNF39	ENSG00000204618.8	2.000	0.420	1.079	7.71e-89
GNB2L1	ENSG00000204628.11	2172.287	1079.015	1.009	5.72e-46
GABBR1	ENSG00000204681.10	4.740	48.839	-3.118	1.24e-101
ZNF204P	ENSG00000204789.4	1.860	5.400	-1.162	5.02e-66
MROH6	ENSG00000204839.8	16.450	5.840	1.351	4.17e-48
IGFL2	ENSG00000204866.8	1.480	0.240	1.000	1.55e-50
MZT1	ENSG00000204899.5	19.000	4.810	1.783	1.64e-185
PRSS1	ENSG00000204983.12	0.110	3.830	-2.121	1.71e-20
SPIRE2	ENSG00000204991.10	23.890	6.000	1.830	1.15e-26
PKHD1L1	ENSG00000205038.11	0.180	2.300	-1.484	9.21e-106
TMEM240	ENSG00000205090.8	0.810	7.840	-2.288	2.05e-87
PSENEN	ENSG00000205155.7	110.637	47.679	1.197	3.24e-88
PSMB10	ENSG00000205220.11	128.203	58.040	1.130	7.50e-60
VIT	ENSG00000205221.12	0.040	1.570	-1.305	1.86e-86
RP11-514P8.6	ENSG00000205236.6	0.000	1.320	-1.214	7.05e-44
SAP25	ENSG00000205307.10	0.460	3.310	-1.562	3.80e-48
PRR13	ENSG00000205352.10	391.074	169.941	1.198	9.49e-37
MT1A	ENSG00000205362.10	2.810	7.550	-1.166	3.61e-16
MT1M	ENSG00000205364.3	1.670	20.381	-3.001	1.01e-75
TMSB4X	ENSG00000205542.10	5444.560	2562.790	1.087	1.87e-36
HMGN1	ENSG00000205581.10	192.604	92.008	1.058	9.31e-74
RP11-706O15.1	ENSG00000205664.10	22.680	5.390	1.890	3.15e-111
RP11-1212A22.1	ENSG00000205746.9	8.360	33.439	-1.879	5.16e-59
HN1L	ENSG00000206053.12	54.371	17.740	1.563	4.37e-143
TMEM211	ENSG00000206069.5	2.720	0.050	1.825	1.09e-97
SERPINB5	ENSG00000206075.13	18.430	0.240	3.970	2.42e-136
ZDHHC11B	ENSG00000206077.10	1.180	6.820	-1.843	5.06e-50
HERC2P9	ENSG00000206149.10	6.960	27.739	-1.852	1.33e-77
HBA1	ENSG00000206172.8	7.350	23.990	-1.582	4.90e-14
HNRNPA1P4	ENSG00000206228.4	1.280	0.000	1.189	2.44e-174
HCP5	ENSG00000206337.10	29.390	8.740	1.642	3.73e-46
HLA-H	ENSG00000206341.7	53.371	13.650	1.892	6.68e-62
HCG27	ENSG00000206344.6	0.710	2.510	-1.038	4.10e-61
H1FX-AS1	ENSG00000206417.8	0.480	4.260	-1.829	3.92e-110
RAB12	ENSG00000206418.3	9.800	26.411	-1.344	3.30e-46
HLA-A	ENSG00000206503.11	1063.054	409.948	1.373	4.85e-36
VGLL3	ENSG00000206538.7	0.420	4.220	-1.878	1.01e-52
RNU1-106P	ENSG00000207110.1	2.110	0.000	1.637	8.86e-13
MT-RNR2	ENSG00000210082.2	3646.002	8426.979	-1.208	1.84e-21
GPX3	ENSG00000211445.11	12.520	393.657	-4.867	2.59e-162
TSN	ENSG00000211460.11	44.111	19.030	1.171	1.22e-117
IGKV4-1	ENSG00000211598.2	49.142	17.400	1.446	1.64e-3
IGLV5-52	ENSG00000211643.2	0.220	2.200	-1.391	4.96e-48
IGLV1-47	ENSG00000211648.2	17.830	7.840	1.091	3.33e-2
IGLV3-25	ENSG00000211659.2	16.870	5.180	1.532	1.89e-3
IGLV3-21	ENSG00000211662.2	12.750	2.550	1.953	2.05e-7
IGLV3-1	ENSG00000211673.2	22.600	9.740	1.136	4.35e-3
TRBV25-1	ENSG00000211751.7	9.060	3.140	1.281	6.87e-18
TRBC2	ENSG00000211772.8	18.040	7.170	1.221	5.28e-15
IGHG4	ENSG00000211892.3	67.930	2.430	4.329	3.14e-47
IGHG2	ENSG00000211893.3	162.894	21.950	2.836	9.79e-27
IGHG1	ENSG00000211896.6	706.770	43.661	3.986	1.31e-52
IGHG3	ENSG00000211897.7	77.192	4.770	3.760	3.15e-55
IGHV1-18	ENSG00000211945.2	15.950	6.370	1.202	1.63e-2
IGHV3-21	ENSG00000211947.2	19.480	8.800	1.063	1.75e-2
IGHV1-24	ENSG00000211950.2	4.660	1.160	1.390	1.52e-4
IGHV4-39	ENSG00000211959.2	16.781	5.180	1.525	4.41e-2
IGHV5-51	ENSG00000211966.2	18.560	7.680	1.172	2.03e-2
IGHV1-69	ENSG00000211973.2	2.750	0.500	1.322	8.41e-4
SNORD17	ENSG00000212232.1	2.810	0.810	1.074	1.44e-56
LINC01089	ENSG00000212694.8	6.260	30.420	-2.114	4.97e-88
FAM127C	ENSG00000212747.4	2.080	12.940	-2.178	2.25e-60
RPL15P3	ENSG00000212802.4	23.230	6.890	1.619	3.72e-107
MT-ND4L	ENSG00000212907.2	4985.076	14774.277	-1.567	2.31e-28
POU5F1B	ENSG00000212993.4	1.490	0.060	1.232	1.34e-100
ZNF580	ENSG00000213015.8	15.680	36.141	-1.155	4.14e-55
YWHAZP4	ENSG00000213131.3	3.380	0.210	1.856	7.77e-169
RP11-64B16.2	ENSG00000213144.2	0.490	6.720	-2.373	5.41e-71
RP11-641D5.1	ENSG00000213178.3	360.660	108.322	1.726	1.15e-107
MLLT11	ENSG00000213190.3	0.950	4.570	-1.514	1.35e-73
YWHAZP5	ENSG00000213260.3	4.080	0.310	1.955	5.81e-167
RP11-212P7.1	ENSG00000213280.2	1.670	0.180	1.178	9.59e-135
NRAS	ENSG00000213281.4	21.201	7.350	1.411	6.09e-84
HNRNPA3P6	ENSG00000213300.5	8.430	2.220	1.550	1.22e-125
LTC4S	ENSG00000213316.9	0.920	3.840	-1.334	2.75e-94
RPS7P11	ENSG00000213326.4	4.990	1.300	1.381	3.74e-115
GSTM2	ENSG00000213366.12	5.470	140.467	-4.451	2.16e-171
LCAT	ENSG00000213398.7	3.050	23.591	-2.602	2.48e-94
RPLP0P6	ENSG00000213553.4	43.549	8.860	2.176	3.21e-158
VDAC1	ENSG00000213585.10	296.707	87.177	1.755	1.38e-105
ZBTB9	ENSG00000213588.5	6.430	2.050	1.285	1.17e-164
SLX1A-SULT1A3	ENSG00000213599.9	4.790	12.990	-1.273	1.19e-39
LAT	ENSG00000213658.10	4.960	19.320	-1.770	1.09e-76
S1PR3	ENSG00000213694.3	2.830	6.960	-1.055	2.62e-21
PIGCP1	ENSG00000213713.3	1.590	4.680	-1.133	2.68e-90
ZNF134	ENSG00000213762.10	1.770	5.040	-1.125	1.61e-63
OLA1P1	ENSG00000213790.2	1.760	0.150	1.263	1.47e-226
UBD	ENSG00000213886.3	77.439	1.600	4.915	1.70e-144
RP11-314A20.1	ENSG00000213939.4	2.790	0.470	1.366	7.79e-119
ITGA1	ENSG00000213949.8	8.130	35.299	-1.991	5.87e-39
NUDT19	ENSG00000213965.3	11.850	4.500	1.224	5.42e-125
ZNF90	ENSG00000213988.9	0.530	2.330	-1.122	1.51e-37
TTLL3	ENSG00000214021.15	10.990	46.710	-1.992	1.23e-87
RP11-474D1.3	ENSG00000214039.8	3.850	0.000	2.278	1.14e-106
UCA1	ENSG00000214049.6	5.750	0.100	2.617	9.73e-87
TSPAN4	ENSG00000214063.10	15.490	46.080	-1.513	3.05e-56
MYCBP	ENSG00000214114.8	29.040	12.580	1.145	8.91e-82
PRCD	ENSG00000214140.10	0.540	4.170	-1.747	1.09e-119
PTMAP5	ENSG00000214182.5	21.170	2.630	2.611	7.26e-148
HNRNPA1P10	ENSG00000214223.4	8.360	1.870	1.705	9.51e-150
SCART1	ENSG00000214279.12	0.380	2.020	-1.130	4.09e-76
NEURL1B	ENSG00000214357.8	9.420	22.210	-1.155	9.91e-66
RPS3AP26	ENSG00000214389.2	13.730	5.580	1.163	6.70e-67
PLIN5	ENSG00000214456.8	0.350	3.220	-1.644	3.55e-84
RPL7P1	ENSG00000214485.6	59.552	14.690	1.948	5.63e-109
STARD10	ENSG00000214530.7	336.344	81.729	2.028	1.29e-48
MEG3	ENSG00000214548.14	4.540	49.631	-3.192	2.80e-112
HMGN2P15	ENSG00000214578.5	0.440	2.560	-1.306	1.36e-44
ZSWIM8	ENSG00000214655.10	25.649	90.578	-1.781	6.26e-91
TOMM6	ENSG00000214736.7	263.580	128.319	1.033	1.58e-70
SEPT7P2	ENSG00000214765.8	4.710	12.520	-1.244	2.81e-60
MS4A4E	ENSG00000214787.8	0.070	1.980	-1.478	3.17e-114
RP11-480I12.5	ENSG00000214796.8	6.080	0.860	1.928	2.16e-116
NEURL4	ENSG00000215041.9	8.160	28.089	-1.667	6.45e-95
UBE2QL1	ENSG00000215218.3	0.160	1.980	-1.361	1.31e-74
GOLGA8B	ENSG00000215252.11	5.560	35.540	-2.478	1.52e-70
MIR99AHG	ENSG00000215386.10	0.540	2.580	-1.217	1.93e-36
NPEPL1	ENSG00000215440.11	23.070	47.199	-1.002	4.25e-21
RPL17-C18orf32	ENSG00000215472.9	11.550	4.840	1.104	1.92e-32
RP13-104F24.2	ENSG00000215769.8	3.500	9.310	-1.196	1.61e-37
FAM72D	ENSG00000215784.5	2.370	0.240	1.442	5.46e-166
TSTD1	ENSG00000215845.10	91.252	26.740	1.734	2.60e-46
IFI30	ENSG00000216490.3	145.784	43.140	1.734	4.38e-52
RPS2P55	ENSG00000216866.5	9.420	0.500	2.796	6.43e-236
PRELID1P1	ENSG00000217325.2	1.480	0.110	1.160	2.29e-126
RP11-204C16.4	ENSG00000217624.2	2.670	0.160	1.662	2.01e-164
TENM3	ENSG00000218336.7	0.350	2.520	-1.383	1.87e-32
NBPF1	ENSG00000219481.10	9.870	21.561	-1.053	2.62e-58
FTH1P8	ENSG00000219507.4	9.810	2.730	1.535	1.11e-63
FAM228B	ENSG00000219626.8	2.950	13.380	-1.864	2.75e-74
RP11-40C6.2	ENSG00000219928.2	1090.972	1.620	8.703	2.92e-197
VAMP2	ENSG00000220205.8	21.010	69.811	-1.686	3.14e-108
PKMP3	ENSG00000220563.1	0.190	2.660	-1.621	1.31e-84
MTMR9LP	ENSG00000220785.7	2.270	9.060	-1.621	1.14e-81
NPTXR	ENSG00000221890.2	0.590	5.660	-2.067	5.20e-53
ZNF880	ENSG00000221923.8	1.850	7.980	-1.656	4.74e-54
TRIM16	ENSG00000221926.11	27.119	12.110	1.101	2.61e-56
FXYD7	ENSG00000221946.7	0.100	1.330	-1.083	2.49e-79
SLC12A8	ENSG00000221955.10	10.600	1.170	2.418	1.91e-141
FADS3	ENSG00000221968.8	9.440	26.139	-1.378	7.65e-37
TIAF1	ENSG00000221995.5	0.650	2.300	-1.000	1.34e-71
LINC00152	ENSG00000222041.10	29.811	8.290	1.730	1.02e-85
RN7SKP54	ENSG00000222636.1	2.580	0.510	1.245	1.19e-17
RP11-632K20.7	ENSG00000223509.8	1.840	6.210	-1.344	9.55e-66
RP11-289I10.2	ENSG00000223612.3	8.360	1.550	1.876	1.64e-116
NSUN5P1	ENSG00000223705.9	18.870	46.520	-1.258	3.31e-25
RP4-717I23.3	ENSG00000223745.7	4.640	20.740	-1.947	5.25e-78
TSSC2	ENSG00000223756.6	0.440	1.950	-1.035	1.89e-53
FAM95B1	ENSG00000223839.7	0.360	3.380	-1.687	6.06e-93
SNHG14	ENSG00000224078.12	2.250	23.811	-2.932	2.20e-96
RP5-1033H22.2	ENSG00000224093.5	10.330	0.800	2.654	2.77e-60
RPS24P8	ENSG00000224094.1	2.530	0.590	1.151	5.22e-119
UBE2SP2	ENSG00000224126.2	12.190	0.090	3.597	7.71e-250
RP11-309L24.6	ENSG00000224163.4	0.040	2.960	-1.929	1.74e-47
RP3-522D1.1	ENSG00000224167.1	4.520	0.140	2.276	5.29e-172
RP11-574K11.5	ENSG00000224195.1	0.500	3.100	-1.451	1.86e-103
LINC01133	ENSG00000224259.5	12.120	4.440	1.270	1.90e-11
MSL3P1	ENSG00000224287.2	3.740	0.900	1.319	2.28e-124
LINC01272	ENSG00000224397.5	3.620	0.960	1.237	7.71e-51
KRT8P45	ENSG00000224520.2	3.250	0.220	1.801	1.14e-35
SNRPGP15	ENSG00000224543.4	1.360	7.820	-1.902	4.93e-97
HNRNPA1P48	ENSG00000224578.4	30.870	11.150	1.391	1.64e-124
SVIL-AS1	ENSG00000224597.9	9.790	20.659	-1.005	1.02e-47
RP11-51O6.1	ENSG00000224631.4	47.431	19.770	1.221	1.72e-89
SH3BP5-AS1	ENSG00000224660.1	1.030	11.060	-2.571	8.29e-137
NPIPA3	ENSG00000224712.10	2.290	8.940	-1.595	1.16e-68
RP11-651P23.4	ENSG00000224831.3	6.900	2.380	1.225	2.82e-76
GCSHP5	ENSG00000224837.1	23.681	10.090	1.154	3.69e-93
PGM5-AS1	ENSG00000224958.5	0.000	39.151	-5.327	1.69e-110
RP11-228B15.4	ENSG00000225032.5	0.490	3.410	-1.565	5.34e-92
RPL23AP2	ENSG00000225067.4	3.150	0.850	1.166	2.58e-85
ZBTB45P1	ENSG00000225108.1	2.310	0.300	1.348	1.21e-37
RANP4	ENSG00000225125.2	0.200	1.400	-1.000	9.68e-72
HSPA7	ENSG00000225217.1	0.880	6.820	-2.056	1.21e-82
RP4-758J18.10	ENSG00000225285.1	1.250	4.960	-1.405	3.89e-31
RP11-415J8.3	ENSG00000225313.5	1.790	7.260	-1.566	2.70e-87
RP11-513I15.6	ENSG00000225339.3	6.710	15.120	-1.064	1.28e-36
RP11-390F4.3	ENSG00000225489.6	2.090	0.230	1.329	6.54e-49
MKRN2OS	ENSG00000225526.4	2.540	0.710	1.050	1.41e-17
RPL35P5	ENSG00000225573.4	10.910	1.880	2.048	4.54e-129
MTND2P28	ENSG00000225630.1	194.280	561.132	-1.525	6.17e-26
FAM229A	ENSG00000225828.1	1.390	8.630	-2.011	1.97e-109
RP11-384K6.2	ENSG00000225892.3	2.590	6.660	-1.093	3.50e-58
MTND1P23	ENSG00000225972.1	5.790	14.550	-1.195	1.18e-8
UBXN10-AS1	ENSG00000225986.1	0.560	24.060	-4.006	7.76e-87
ZBTB45P2	ENSG00000226065.1	5.480	0.860	1.801	1.18e-69
RP11-419C5.2	ENSG00000226232.8	4.430	12.980	-1.364	1.86e-43
RP11-61N20.3	ENSG00000226268.3	5.760	1.060	1.714	2.94e-129
TMEM191A	ENSG00000226287.7	11.150	2.390	1.842	7.91e-111
RP11-157P1.4	ENSG00000226332.2	1.170	6.010	-1.692	8.26e-65
TMEM185B	ENSG00000226479.3	15.170	7.080	1.001	3.82e-88
FTH1P20	ENSG00000226564.1	12.230	2.790	1.804	1.12e-73
FAM66C	ENSG00000226711.6	0.330	1.810	-1.079	3.56e-62
TBCAP1	ENSG00000226781.1	2.360	0.250	1.427	4.02e-142
RP5-881L22.5	ENSG00000226812.2	10.770	0.760	2.741	1.22e-55
RP11-569A11.1	ENSG00000226862.1	0.000	1.270	-1.183	1.09e-70
RP3-417G15.1	ENSG00000227008.2	7.180	2.880	1.076	2.40e-63
SLC8A1-AS1	ENSG00000227028.6	0.870	2.850	-1.042	2.94e-28
LINC00511	ENSG00000227036.6	27.380	4.860	2.276	8.87e-81
RP11-395B7.4	ENSG00000227053.1	3.190	1.050	1.031	2.37e-36
RPS28P7	ENSG00000227097.5	1285.041	258.585	2.309	1.14e-120
LINC00595	ENSG00000227136.2	0.000	1.010	-1.007	1.20e-61
PFN1P6	ENSG00000227212.3	0.500	2.270	-1.124	1.31e-53
WASH7P	ENSG00000227232.5	3.100	14.820	-1.948	9.19e-93
RP11-258C19.4	ENSG00000227329.2	0.000	1.500	-1.322	1.56e-8
TP73-AS1	ENSG00000227372.10	1.190	16.400	-2.990	7.33e-134
LTB	ENSG00000227507.2	7.560	1.780	1.623	1.50e-23
RP4-565E6.1	ENSG00000227733.8	0.240	2.280	-1.403	3.51e-73
RP1-283E3.4	ENSG00000227775.3	2.190	5.910	-1.115	2.85e-54
LINC01341	ENSG00000227953.6	0.340	2.590	-1.422	6.71e-77
TARID	ENSG00000227954.6	0.060	1.340	-1.142	6.73e-108
MTND5P1	ENSG00000227999.1	0.040	1.120	-1.027	4.94e-76
RP11-778D9.4	ENSG00000228205.1	3.160	1.040	1.028	2.20e-113
LINC00578	ENSG00000228221.5	0.620	3.270	-1.398	9.03e-35
MT-ATP8	ENSG00000228253.1	13984.101	39742.637	-1.507	1.87e-24
RP3-508I15.9	ENSG00000228274.3	0.950	2.960	-1.022	1.16e-81
GUSBP11	ENSG00000228315.11	3.280	19.569	-2.265	6.83e-117
LINC01004	ENSG00000228393.3	2.070	5.310	-1.039	9.19e-37
LINC01125	ENSG00000228486.9	1.590	6.860	-1.602	1.81e-79
RP1-241P17.4	ENSG00000228532.4	13.500	2.200	2.180	1.25e-90
SPCS2P4	ENSG00000228589.3	33.709	12.410	1.372	1.91e-98
LINC00659	ENSG00000228705.1	1.420	0.000	1.275	3.11e-90
RP13-39P12.3	ENSG00000228748.2	1.860	5.590	-1.204	1.15e-32
FAM207BP	ENSG00000228797.2	1.820	0.200	1.233	4.63e-168
OR2A9P	ENSG00000228960.5	1.690	4.550	-1.045	1.21e-59
VDAC1P8	ENSG00000229036.7	1.930	5.050	-1.046	8.12e-58
GS1-124K5.11	ENSG00000229180.5	1.060	3.740	-1.202	6.85e-91
PGA4	ENSG00000229183.8	0.030	2.650	-1.825	8.14e-69
HMGN1P37	ENSG00000229237.2	5.590	0.000	2.720	4.37e-177
HLA-DRB6	ENSG00000229391.7	5.910	1.770	1.319	1.27e-26
MBNL1-AS1	ENSG00000229619.3	0.850	14.450	-3.062	1.31e-92
PRAC2	ENSG00000229637.3	2.000	0.380	1.120	2.68e-16
NAMPTP1	ENSG00000229644.6	4.170	1.500	1.048	5.28e-25
XIST	ENSG00000229807.9	0.210	3.890	-2.015	9.66e-6
PGA3	ENSG00000229859.8	0.030	4.460	-2.406	6.44e-81
RP11-284F21.7	ENSG00000229953.1	7.740	0.410	2.632	1.27e-119
TRPM2-AS	ENSG00000230061.2	6.420	0.090	2.767	1.63e-120
RP4-613B23.1	ENSG00000230084.5	0.120	1.320	-1.051	2.92e-67
HOXB-AS1	ENSG00000230148.8	0.510	3.300	-1.510	7.62e-77
FEZF1-AS1	ENSG00000230316.6	1.710	0.000	1.438	1.81e-79
GOLGA6L5P	ENSG00000230373.8	1.260	11.010	-2.410	6.36e-110
TCEA1P2	ENSG00000230409.3	5.920	0.960	1.820	3.33e-116
RP5-902P8.10	ENSG00000230415.1	0.220	3.250	-1.801	7.38e-98
RPL10P3	ENSG00000230734.1	1.640	0.000	1.401	9.91e-97
RP11-318C24.1	ENSG00000230777.1	2.120	0.000	1.642	1.62e-25
FOXD3-AS1	ENSG00000230798.5	0.080	2.830	-1.826	1.55e-87
RP3-525N10.2	ENSG00000230910.2	0.010	4.350	-2.405	1.65e-113
RP4-631H13.6	ENSG00000230953.2	0.000	2.770	-1.915	3.50e-26
HSBP1	ENSG00000230989.6	105.660	41.541	1.326	8.39e-100
RP11-263K19.4	ENSG00000231064.5	0.940	6.110	-1.874	3.97e-95
KLF3-AS1	ENSG00000231160.9	0.590	3.540	-1.514	1.60e-74
LINC01160	ENSG00000231346.5	0.180	4.410	-2.197	3.15e-79
IGHV4-31	ENSG00000231475.3	3.170	0.500	1.475	7.04e-3
RPS18	ENSG00000231500.6	5936.923	2335.959	1.345	4.29e-57
LINC00899	ENSG00000231711.2	0.930	3.580	-1.247	1.03e-61
LINC-PINT	ENSG00000231721.6	2.930	9.910	-1.473	1.10e-43
PCAT7	ENSG00000231806.2	1.460	0.110	1.148	3.37e-90
RP11-229P13.23	ENSG00000231864.2	2.850	0.000	1.945	8.28e-89
SNRPFP1	ENSG00000231878.1	1.140	0.000	1.098	7.79e-95
PGM5P4-AS1	ENSG00000231943.7	0.020	1.170	-1.089	6.17e-72
LSM12P1	ENSG00000232024.2	14.520	4.280	1.556	1.04e-110
MCTS1	ENSG00000232119.7	61.682	24.490	1.298	1.90e-116
FTH1P7	ENSG00000232187.1	23.480	4.570	2.136	1.08e-84
RP11-132A1.4	ENSG00000232445.1	7.300	0.370	2.599	5.15e-139
PRPS1P2	ENSG00000232630.1	0.570	2.220	-1.036	5.28e-89
GOLGA8N	ENSG00000232653.8	0.820	7.480	-2.220	2.22e-135
LINC00665	ENSG00000232677.6	0.590	5.210	-1.966	7.45e-51
SLCO4A1-AS1	ENSG00000232803.1	6.770	0.720	2.176	2.74e-90
LINC00342	ENSG00000232931.5	3.530	9.800	-1.253	3.56e-43
SNHG15	ENSG00000232956.8	35.951	16.010	1.119	7.04e-60
RP11-1212A22.4	ENSG00000233024.7	48.331	178.935	-1.867	1.17e-53
HOXB-AS3	ENSG00000233101.10	11.150	39.741	-1.746	3.22e-29
LINC00702	ENSG00000233117.2	0.200	2.310	-1.464	1.63e-65
USP32P2	ENSG00000233327.10	0.260	2.610	-1.519	1.31e-45
HOTAIRM1	ENSG00000233429.9	4.610	18.790	-1.819	1.58e-89
TMEM238	ENSG00000233493.3	11.370	1.010	2.622	4.67e-50
LINC00460	ENSG00000233532.5	1.320	0.000	1.214	3.60e-83
TWIST2	ENSG00000233608.3	0.810	12.900	-2.941	2.39e-110
PIRT	ENSG00000233670.6	0.030	1.960	-1.523	3.42e-103
UBE2SP1	ENSG00000233966.1	4.800	0.430	2.020	4.00e-167
RP11-250B2.3	ENSG00000233967.6	0.650	2.570	-1.113	1.42e-73
RP11-30P6.6	ENSG00000234155.1	1.820	0.190	1.245	1.74e-25
ZNF37BP	ENSG00000234420.7	2.270	8.410	-1.525	7.49e-60
RP11-706O15.3	ENSG00000234449.2	3.620	0.480	1.642	1.02e-43
MAGI2-AS3	ENSG00000234456.7	1.670	26.460	-3.362	1.49e-102
PINLYP	ENSG00000234465.10	1.030	7.600	-2.083	1.32e-89
RPL13AP20	ENSG00000234498.3	2.820	0.410	1.438	9.24e-93
HMGN2P5	ENSG00000234664.1	115.952	48.110	1.252	4.76e-64
RP11-465N4.4	ENSG00000234678.1	9.260	1.520	2.026	1.49e-95
RP11-166B2.1	ENSG00000234719.8	2.530	8.270	-1.393	1.61e-69
FOXP4-AS1	ENSG00000234753.5	6.980	0.640	2.283	3.95e-152
RPS3AP6	ENSG00000234797.5	41.489	19.800	1.031	9.16e-57
RPL23AP42	ENSG00000234851.4	1619.126	773.575	1.065	1.51e-47
SEMA3F-AS1	ENSG00000235016.1	0.550	2.200	-1.046	3.63e-95
RP11-61I13.3	ENSG00000235033.7	0.110	2.050	-1.458	1.69e-124
TECRP1	ENSG00000235043.3	8.710	1.560	1.923	1.71e-134
SUMO1P3	ENSG00000235082.2	4.680	1.020	1.492	1.76e-103
HGH1	ENSG00000235173.6	30.110	9.360	1.586	3.03e-142
RPL39P3	ENSG00000235174.1	929.750	265.229	1.806	1.16e-81
PPP1R3E	ENSG00000235194.8	4.540	13.390	-1.377	1.55e-71
SUMO2P1	ENSG00000235238.1	4.170	1.140	1.273	4.24e-34
RP11-122K13.12	ENSG00000235245.1	0.690	2.860	-1.192	6.49e-79
FAM103A2P	ENSG00000235272.1	8.750	2.660	1.413	1.17e-57
MCF2L-AS1	ENSG00000235280.2	6.840	0.990	1.978	1.96e-84
RP11-70C1.3	ENSG00000235288.3	8.050	0.540	2.555	2.99e-4
RP11-575L7.8	ENSG00000235298.1	1.130	4.600	-1.395	8.73e-62
SNRPGP10	ENSG00000235363.1	4.040	14.970	-1.664	1.11e-63
LINC01278	ENSG00000235437.7	8.650	22.740	-1.299	2.52e-43
RP4-639F20.1	ENSG00000235501.5	2.840	13.690	-1.936	1.14e-99
RP11-693N9.2	ENSG00000235505.7	2.710	7.150	-1.135	1.14e-38
